,Description,Name
3079,"Provides graduate students an insight on the responsibilities and expectations of academic faculty. Core responsibilities - research, teaching and service - required of faculty is discussed, along with important resources and strategies to aid students in obtaining a faculty appointment and plotting a successful career path. Approved for S/U grading only. May be repeated in separate terms.",PS 597
3080,Addresses the basic steps involved in the development of a dissertation proposal; aims to facilitate the completion of the dissertation proposal for students who have passed the qualifying examinations. 4 graduate hours. No professional credit. Prerequisite: Successful completion of required qualifying examinations.,PS 598
3081,Engagement with students across science disciplines to address current developments in the science professions. Management and leadership challenges in science and issues facing science professionals in the workplace are addressed. Learning occurs through lecture and discussion with industry leaders. Taken in the first semester of the Professional Science Master's (PSM) cohort. Approved for letter and S/U grading; S/U grading only if taken for 0 hours credit; letter grade only if taken for 1 hour credit.,PSM 501
3082,"Taken in the second semester of the PSM cohort, builds on the experience of the first semester industry seminar. Learning occurs through guest lectures by and discussions with industry leaders. Project management is explores. Engagement with students across science disciplines to address current developments in the science professions. Practical issues facing science professionals in the workplace are addressed. Approved for letter and S/U grading; S/U grading only if taken for 0 hours credit; letter grade only if taken for 1 hour credit. Prerequisite: PSM 501.",PSM 502
3083,"Taken in the final semester of the PSM cohort, focuses on the shared experiences of the summer internship and on career development. Students present and critique, individual and in teams, the value and lessons learned from the internship. Discussions and exercises center on long-term career development and lifelong learning and commitment to science. Approved for letter and S/U grading; S/U grading only if taken for 0 hours credit; letter grade only if taken for 1 hour credit. Prerequisite: PSM 502.",PSM 503
3084,"Special, emerging, or advanced topics in science and business. Topics will vary by offering. May be used to pilot course offerings before adding them to the PSM curriculum. Open to Illinois Professional Science Master's (PSM) students only. Approved for letter and S/U grading. May be repeated in the same term up to 6 hours or separate terms up to 9 hours; this is contingent on program approval and other requirements.",PSM 520
3085,"Practical learning experience in which business knowledge and skills are applied to science problems and opportunities. In consultation with program coordinators, students find internship companies and positions that match their individual career objectives and meet the learning goals of the program. Learning objectives, deliverables, and performance evaluation are determined for each student by the program coordinator. Completed in the summer after the first year of study. Open to Illinois Professional Sciences Master's (PSM) students only. Internationals holding student visas must have prior authorization from International Student and Scholar Services. Approved for letter and S/U grading. May be repeated in separate terms.",PSM 555
3086,"Study of human behavior with special reference to perception, learning, memory, thinking, emotional life, and individual differences in intelligence, aptitude, and personality; emphasis on the scientific nature of psychological investigations; and discussion of research methods and the relation of their results to daily life and everyday problems. Lectures, discussions, and six hours of participation as a subject in psychological experiments. Credit is not given for both PSYC 100 and either PSYC 103 or PSYC 105.",PSYC 100
3087,"Course in Inequality & Cultural Understanding provides an interdisciplinary introduction to questions related to societal inequality. Each section emphasizes experiential learning through, for example, field trips or hands-on, community-based research projects. Prerequisite: This course is intended for first and second year students.",PSYC 144
3088,"Systematic study of social factors in individual and group behavior; attention to social perception, motivation, and learning; attitudes, norms, and social influence processes; the development and dynamics of groups; and the effects of social and cultural factors on the individual. Prerequisite: PSYC 100 or PSYC 103.",PSYC 201
3089,"Survey of current knowledge and speculation regarding the brain's role in perception, motivation, sexual behavior, thinking, memory, and learning, based upon human clinical data and research in animal models. Prerequisite: PSYC 100, PSYC 103, or consent of instructor.",PSYC 210
3090,Study of the psychological development of the child. Credit is not given for both PSYC 216 and EPSY 236. Prerequisite: PSYC 100 or PSYC 103.,PSYC 216
3091,"Introduction to neuroimaging and cognitive neuroscience, with a particular emphasis on critically evaluating neuroscience in the media. In addition to surveying reports in the popular press and their corresponding science articles, covers basic neuroanatomy, neuroimaging techniques, and a range of topics from cognitive neuroscience. Prerequisite: PSYC 100, PSYC 103, PSYC 105 or consent of instructor.",PSYC 220
3092,"Introduction to the psychological study of human information processing and memory; acquisition, retrieval, and forgetting; and general knowledge, concepts, reasoning, and related issues in cognition. Prerequisite: PSYC 100 or PSYC 103.",PSYC 224
3093,Survey of the experimental psychology of sensory and perceptual processes and behavior; emphasis on the contribution of behavior science to understanding subjective experience of the physical and social environment.,PSYC 230
3094,"Development of skill and understanding in the application of statistical methods to problems in psychological research; topics include descriptive statistics, probability theory and distributions, point and interval estimation, and hypothesis testing. Credit is not given toward graduation for both PSYC 235 and any of STAT 100, ECON 202, EPSY 480, PSYC 301, SOC 485. Prerequisite: PSYC 100 or PSYC 103; college algebra or equivalent; or consent of academic advisor.",PSYC 235
3095,"Conceptions and facts about disordered behavior, including psychoses, neuroses, and other patterns of psychological disturbance. Prerequisite: PSYC 100 or PSYC 103.",PSYC 238
3096,"Redefines human and social problems and the implications for social programs and policies; reviews the historical antecedents, conceptual models, strategies and tactics of social and community programs; and employs examples from selected social systems (e.g., criminal justice, education, employment, and mental health). Prerequisite: PSYC 100 or PSYC 103.",PSYC 239
3097,Systematic study of the application of psychological methods and principles in business and industry; emphasis on personnel selection and factors influencing efficiency. Prerequisite: PSYC 100 or PSYC 103; credit or concurrent registration in a statistics course.,PSYC 245
3098,Survey of basic phenomena in learning and memory emphasizing experimental data from animal and human research. Prerequisite: PSYC 100 or PSYC 103.,PSYC 248
3099,"Study of personality from various points of view: biological, experimental, social, and humanistic; surveys theory and empirical research in the study of personality. Prerequisite: PSYC 100 or PSYC 103.",PSYC 250
3100,"Survey of research into human decision making and judgment. Students will learn to apply and test normative, descriptive, and cognitive theories of choice. Through readings and lectures, students will examine topics including optimality, bounded rationality, heuristics & biases, preference reversals, consumer choice, and experience-based decision making.",PSYC 255
3101,"Supervised participation in research and scholarly activities, usually as an assistant to an investigator. Approved for S/U grading only. May be repeated to a maximum of 9 hours. Prerequisite: Ten hours of psychology or cognate area, or written consent of instructor.",PSYC 290
3102,"Introductory treatment of current topics in the field of psychology. May be repeated up to 6 hours in the same semester, to a total of 9 hours in subsequent semesters. Prerequisite: PSYC 100 or consent of instructor.",PSYC 296
3103,"Development of skill and understanding of statistical methods for problems in psychological research; topics include descriptive statistics, probability theory and distributions, point and interval estimation, and hypothesis testing. The class also involves a computer laboratory. Strongly recommended to students who plan to pursue graduate studies in Psychology. Credit is not given toward graduation for both PSYC 301 and any of STAT 100, ECON 202, EPSY 480, PSYC 235, SOC 485.",PSYC 301
3104,"Examines topics in neuroscience highly relevant to our daily lives, especially as it pertains to mental health. Topics include neurobiology related to anxiety, depression, addiction, exercise, learning, memory, and personality characteristics. Special attention will be paid to race, sex, and socioeconomic differences and their influence on both genetic risk and environmental stress. The class will emphasize critical thinking and conceptualization and will frequently include open discussions. Same as NEUR 302. Prerequisite: PSYC 100 or equivalent.",PSYC 302
3105,"Introduction to the research techniques used in behavioral neuroscience: includes behavioral analysis of drug effects, anatomy of the brain, hormones and behavior, neural circuits and related topics. Students will have direct experience working with laboratory rats to understand their importance in the advancement of our knowledge about how the brain functions. Prerequisite: Credit or concurrent registration in PSYC 210, or consent of instructor.",PSYC 311
3106,"Early infant behavior, emphasizing critical evaluation of the various research techniques; prenatal and perinatal influences, ontogeny of psychological processes, environmental determinants, and infant assessment. Prerequisite: PSYC 216.",PSYC 318
3107,"Discusses the similarities and differences between males and females across the lifespan, looking at possible biological and social explanations. Some of the topics covered include how children learn gender roles, similarities and differences across cognitive and social abilities, mental and physical health, and gender in different settings, including at work, at school, and at home. The course will also focus on agents of socialization, including the media, peers, and family. Prerequisite: PSYC 100 or equivalent.",PSYC 328
3108,"Examination of the methods used to study human thought processes, including attention, memory, decision-making, language and concepts. Students will learn to design, carry out, and report research in cognitive psychology. Prerequisite: PSYC 224 or PSYC 248; PSYC 235.",PSYC 331
3109,Methods and techniques of social psychological research in natural settings. Students formulate and carry out research problems using procedures appropriate for research in natural settings. Prerequisite: PSYC 201; PSYC 235 or SOC 280.,PSYC 333
3110,"Pulling from a variety of applied disciplines and areas of scholarship, this course provides an overview of the contemporary restorative justice movement and critically examines restorative justice principles and methods. Starting with the problems and limitations associated with mainstream (punitive) responses to crime and rule violations, we examine how restorative justice presents an alternative set of philosophical principles of justice and seek to understand the costs and benefits associated with the different methods developed to apply that philosophy.",PSYC 339
3111,Advanced discussion and practicum on principles of psychology which may supplement mental health and other human services in a community. Students serve as nonprofessional mental health workers in supervised experiences in school hospitals and other nontraditional settings. May be repeated in the same or subsequent terms to a maximum of 8 undergraduate hours. Prerequisite: PSYC 340 and consent of instructor.,PSYC 341
3112,"In this class, we will study basic mechanisms of attention, how researchers investigate attention, and how these basic concepts are used in design, legal, and engineering applications. We will also cover a wide range of attention-related topics, including multi-tasking, mind-wandering, mindfulness, neuropsychological disorders of attention (such as spatial neglect), and ADHD. This is an active learning course involving weekly group activities and discussions.",PSYC 355
3113,"Survey of changes in behavioral function in later adulthood, with emphasis on methodologies for studying aging, cognitive function, personality, social psychology, and psychopathology. Prerequisite: PSYC 100; Recommended: PSYC 216 or PSYC 224.",PSYC 361
3114,"Provides students with a background in developmental research methodology, such as observational techniques used with children. Students will gain experience collecting data and learn how to write research papers. Prerequisite: PSYC 216 and PSYC 235, or equivalent.",PSYC 363
3115,"Introduction to research methods used in clinical psychology covering research concerned with psychopathology. Students will learn concepts and key terms; read and discuss research reports; and obtain first-hand experience designing, carrying out, and reporting on their own research. Students in the class will be the participants for all student-developed research. Prerequisite: PSYC 238.",PSYC 379
3116,"Intermediate treatment of current topics in the field of psychology. May be repeated to a maximum of 6 hours in a semester, to a maximum of 12 hours in subsequent semesters. Prerequisite: PSYC 100 or consent of instructor; particular sections may have additional 200-level prerequisites.",PSYC 396
3117,Seminar on experimental methods and contemporary psychological research. Prerequisite: Junior standing and admission to departmental honors program.,PSYC 398
3118,"Fundamental concepts of clinical neuropsychology will be introduced, and students will learn the neuropsychological measures that are typically employed in assessment. The course will take a developmental perspective, and readings will address assessment issues in children and adolescents as well as adults. The course will be conducted as a lecture/seminar, with a focus on class participation. Actual testing data will be distributed to the class, and discussion will focus on interpretation and case conceptualization. Students will also be required to learn about and administer tests. 4 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 210 and PSYC 238 or consent of instructor.",PSYC 402
3119,"Examination of research concerned with identifying and characterizing the cognitive systems supporting such capacities as memory, attention, and visual processing, and with understanding how such cognitive activities arise from the functioning of specific brain modules and brain mechanisms. Same as NEUR 405. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 210 and/or PSYC 224, or consent of instructor.",PSYC 404
3120,"Conveys a knowledge of current research on the physiological bases of learning and memory; considers a wide range of topics from molecular (e.g., cellular morphological and functional plasticity) to relatively molar (e.g., effects of clinical and experimental brain damage on learning and memory processes). Same as NEUR 414. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 210, MCB 150, or consent of instructor.",PSYC 414
3121,"Study of the basic principles underlying scanning of the brain using functional Magnetic Resonance Imaging (fMRI). The lectures introduce how to use an MRI scanner, the basic biophysics that makes functional imaging possible, experimental design for fMRI, and basic data analysis. During the labs, students will get hands on experience analyzing fMRI data. Same as NEUR 445. 4 undergraduate hours. 4 graduate hours. Prerequisite: One of the following: PSYC 204, PSYC 210, PSYC 220, or consent of the instructor. PSYC 235 or equivalent is recommended.",PSYC 445
3122,"Social psychological research and theory applied to industrial problems; emphasis on interaction and communication theory, role theory, leadership theory, motivational and perceptual theory, and group structure theory as an aid in understanding and analyzing industrial problems. 3 undergraduate hours. 2 to 4 graduate hours. Prerequisite: PSYC 201 or PSYC 245.",PSYC 455
3123,"Major theories of personality and social development, with attention to processes of social learning, individual differences in personality development, and outcomes of social development; applications to school, home, and other field settings. Same as EPSY 405. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 216 or EPSY 236 or equivalent.",PSYC 465
3124,"Examines relationship of the administrative, civil, and criminal justice systems to educational and mental health institutions; individual rights, social issues, and psychological well being. 3 undergraduate hours. 2 to 4 graduate hours. Prerequisite: Six hours of social science.",PSYC 468
3125,"Capstone experience for undergraduate students doing advanced research in any area of psychology. Provides in-depth background knowledge of their research, and teaches students to make effective oral and written presentations of their findings. In conjunction with PSYC 494, will facilitate the preparation of a Bachelor's thesis that can be submitted for the awarding of the departmental distinction at graduation. May be taken for two semesters with the first semester emphasizing a review of the literature and the second semester concentrating on the presentation of the results. 3 undergraduate hours. No graduate credit. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Senior standing in Psychology, consent of instructor, and students must arrange to do a research project with a faculty member.",PSYC 492
3126,"Supervised independent investigation of special topics in psychology; requires a written report with a final copy submitted for departmental records. 1 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 12 hours. Prerequisite: Ten hours of psychology or cognate area, or written consent of instructor.",PSYC 494
3127,"Advanced treatment of current topics in the field of psychology. 2 to 4 undergraduate hours.  2 to 4 graduate hours. May be repeated to a maximum of 9 hours. Prerequisite: PSYC 100 and junior standing, or consent of instructor; particular sections may have additional 200-level and/or 300-level prerequisites.",PSYC 496
3128,"The completion of writing of an undergraduate honors thesis, under supervision of a faculty member, on a problem of appropriate scope and character. Students also create posters describing their work for presentation at the Psychology Honors Poster Fair and the Campus Undergraduate Research Symposium. 3 undergraduate hours. No graduate credit. PSYC 398 and PSYC 499 are approved for General Education credit only as a sequence. All courses must be completed to receive Advanced Composition credit. Prerequisite: PSYC 498.",PSYC 499
3129,"Provides practical guidance to graduate students in psychology about a variety of professional issues, including topics such as publishing, speaking, writing, teaching, research ethics, mentoring, interviewing for jobs, and preparing for different career options. The course is discussion-based and provides a forum to address common questions and problems encountered by graduate students in psychology. 1 to 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated up to 8 credit hours if topics vary.",PSYC 500
3130,"Explores topics concerning the best research practices used in the different areas of psychology. Examination of recent advances in research design, analysis, and reporting will hone methodological and statistical intuitions. Students will investigate the growing literature on problematic practices, consider proposed solutions, and construct and evaluate simulations to enhance their understanding of the best methodologies so they can contribute to a more open and reproducible psychological science. 2 to 4 graduate hours. No professional credit. May be repeated up to 8 graduate hours, if topics vary.",PSYC 501
3131,"Continuation of PSYC 506. Experimental design, including Latin Squares, factorials, and nested designs; expected mean squares; analysis of covariance; emphasizes the general linear model. 4 graduate hours. No professional credit. Credit is not given for both PSYC 507 and SOC 587. Prerequisite: PSYC 506.",PSYC 507
3132,Data and theories of verbal learning; verbal mediators and their functions in learning and retention; transfer of training; short-term and long-term memory; and conceptualizations of the forgetting process. Prerequisite: Twelve hours of psychology or consent of instructor.,PSYC 518
3133,"Surveys theories and data about the representation of knowledge by human beings; examines images, concepts, semantic features, propositions, semantic nets, rules, parallel distributed, procedural, schemas, mental models, and theories. Prerequisite: Background in either cognitive psychology, linguistics, or artificial intelligence.",PSYC 521
3134,"Theory and research in personality, emphasizing personality as individual differences among persons and personality as attributed to persons by others; explores the measurement, antecedents, and consequences of such differences and attributions. Prerequisite: Twelve hours of psychology.",PSYC 541
3135,"Part 4 of a 4 part sequence designed to provide clinical-community graduate students with a broad overview of theories, approaches, and methods in clinical and community psychology. This set of courses includes coverage of al major domains in clinical-community psychology, including psychopathology/problems in living, clinical-community assessment, diagnosis, effective interventions and their evaluation, and prevention. These courses are also meant to engage graduate students in the process of critical inquiry in clinical-community psychology. Required of all entering graduate students in clinical-community psychology. Prerequisite: Consent of instructor required for all students not admitted to graduate program in clinical-community psychology.",PSYC 545
3136,"This two-semester course sequence covers research and methods of intervention, prevention, and assessment/diagnosis in clinical and community psychology. Includes scholarly readings and didactic discussions, as well as supervision of applied work in which the students engage. Instruction in ethical standards and professional development is provided. Emphasis is given to empirically-supported assessment, intervention, and supervision in clinical and community psychology. 1 to 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated up to 9 hours in the same term and up to 40 hours in separate terms. Prerequisite: Credit or concurrent registration in PSYC 538, PSYC 539, PSYC 532, or PSYC 545, or consent of instructor.",PSYC 546
3137,Examination of research methods and strategies in Clinical and Community Psychology and related fields; issues involved in casual inference from experimental and quasi-experimental designs; qualitative research methods. 4 graduate hours. No professional credit. Prerequisite: PSYC 506.,PSYC 563
3138,Methods and theory in the quantitative assessment of personality; review of research findings and trends. Same as EPSY 567. Prerequisite: PSYC 407 or equivalent.,PSYC 567
3139,Designed for graduate students in psychology; areas considered include developing course objectives and content; developing and presenting teaching-learning situations; evaluating the attainment of course objectives; advising and counseling students; ethics in teaching; and research problems on the teaching of psychology. 0 to 4 graduate hours. No professional credit. Approved for S/U grading only. May be repeated in separate terms up to 12 hours. Prerequisite: Second-year graduate standing in psychology or consent of instructor.,PSYC 570
3140,"One of a series of independent study courses to help Clinical/Community Psychology graduate students develop breadth of knowledge in the broader field of Psychology. Involves an overview of the history and systems of psychological thought and satisfies the breadth requirement in the area. Prerequisite: Before enrolling in this course, students must develop and maintain a portfolio of engagement with the breadth area of History and Systems demonstrating 45 hours effort. Students must first meet with the course instructor to present their portfolio. Instructor approval required. Clinical/Community Psychology graduate students only.",PSYC 573
3141,"One of a series of independent study courses to help Clinical/Community Psychology graduate students develop breadth of knowledge in the broader field of Psychology. Involves an overview of the research and theory in the major subdomains within the area of Biological Psychology and satisfies the breadth requirement in the area. Prerequisite: Before enrolling in the course, students must develop and maintain a portfolio of engagement with the breadth area of Biological Psychology demonstrating 45 hours of effort. Students must first meet with the course instructor to present their portfolio. Instructor approval required.",PSYC 576
3142,"One of a series of independent study courses to help Clinical/Community Psychology graduate students develop breadth of knowledge in the broader field of Psychology. Involves an overview of the research and theory in the major subdomains within the area of Cognitive/Affective Psychology and satisfies the breadth requirement in the area. Prerequisite: Before enrolling in this course, students must develop and maintain a portfolio of engagement with the breadth area of Cognitive/Affective Psychology demonstrating 45 hours of effort. Students must first meet with the course instructor to present their portfolio. Instructor approval required.",PSYC 577
3143,"One of a series of independent study courses to help Clinical/Community Psychology graduate students develop breadth of knowledge in the broader field of Psychology. Involves an overview of the research and theory in the major subdomains within the area of Developmental Psychology and satisfies the breadth requirement in the area. Prerequisite: Before enrolling in this course, students must develop and maintain a portfolio of engagement with the breadth area of Developmental Psychology demonstrating 45 hours of effort. Students must first meet with the course instructor to present their portfolio. Instructor approval required.",PSYC 578
3144,"One of a series of independent study courses to help Clinical/Community Psychology graduate students develop breadth of knowledge in the broader field of Psychology. Involves an overview of the research and theory in the major subdomains within the area of Social Psychology and satisfies the breadth requirement in the area. Prerequisite: Before enrolling in this course, students must develop and maintain a portfolio of engagement with the breadth area of Social Psychology demonstrating 45 hours of effort. Students must first meet with the course instructor to present their portfolio. Instructor approval required.",PSYC 579
3145,For graduate students who wish to conduct research on special problems not included in graduate theses. Approved for S/U grading only. Prerequisite: Consent of instructor.,PSYC 590
3146,"Weekly presentation and discussions of current research by faculty, graduate students and visiting scholars. Sections of these proseminars are offered by each division in the Psychology Department. Requirements include attendance and participation in discussion. Same as NEUR 598. 0 to 2 graduate hours. No professional credit. Approved for S/U grading only. May be repeated.",PSYC 598
3147,"Continuation of intensive course for beginner level Quechua. Expansion on developing basic listening, speaking, reading and writing skills in Quechua. Emphasis on production and comprehension skills. 3 undergraduate hours. 4 graduate hours.",QUEC 411
3148,Continuation of intensive course for intermediate-level Quechua. Emphasis on oral and written production and comprehension skills 3 undergraduate hours. 4 graduate hours. Prerequisite: QUEC 420 or consent of instructor.,QUEC 421
3149,Directed reading or research on selected topics. May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor supervising the work.,REES 390
3150,Undergraduate honors thesis. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: REES major with senior standing and 3.5 grade-point average; consent of instructor supervising the work and the REEEC director.,REES 493
3151,"Topics in the interdisciplinary study of Russia, Eastern Europe, and Eurasia. 3 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 9 undergraduate hours or 12 graduate hours.",REES 496
3152,Directed reading or research on selected topics for graduate students. May be repeated in the same or separate terms to a maximum of 8 graduate hours. Prerequisite: Consent of instructor supervising the work.,REES 590
3153,"Introduction to classic writers and texts in Western religious and social thought from the Enlightenment to the present, with emphasis on their social and historical contexts. Same as ANTH 109 and PHIL 109..",REL 109
3154,"Survey of the leading living religions, including Hinduism, Buddhism, Confucianism, Taoism, Judaism, Christianity, and Islam; examination of basic texts and of philosophic theological elaborations of each religion. Same as PHIL 110.",REL 110
3155,"Examines the social, political, economic, and intellectual history of the Jews from Abraham to the present-day, with particular attention to Jewish thought and society. Same as HIST 168 and JS 120.",REL 120
3156,Analyzes the critical issues in the interpretation of the literature of the Hebrew Bible/Old Testament; surveys the history and religion of Ancient Israel with special reference to Israel's setting in the ancient Near East.  Prerequisite: Sophomore standing or consent of instructor.,REL 201
3157,"Analyzes the literature of the New Testament in its social and religious setting, with special reference to the ministry and teaching of Jesus, the emergence of the church as a sect within ancient Judaism, and the development of Christian institutions in the Graeco-Roman world.  Prerequisite: Sophomore standing or consent of instructor.",REL 202
3158,"Introduction to the literary traditions of South Asia from the beginnings to the end of the Mughal era. Students will read - in translation - selections from a wide range of texts beginning with the earliest Vedic Hymns to the seventeenth and eighteenth century Sufi poetry and songs. Provides students an understanding of the heterogeneous and rich literary and cultural past of the region. Same as ASST 208, CWL 208, and SAME 208.",REL 208
3159,"History of Islamic thought from the time of Muhammad to the present, including the prophethood of Muhammad, the Qur'an, theology and law, mysticism and philosophy, sectarian movements, modernism and legal reform, and contemporary resurgence. Same as SAME 214. Credit is not given for both REL 213 and REL 214.",REL 214
3160,"Introduces students to philosophical and theological perspectives and methodologies by focusing on one or two key thinkers, books, or topics. Study and critical assessment will attend to the larger historical context. Same as PHIL 231.",REL 231
3161,"Examines mystical concepts and practices in Islam through the ages, through the lives and writings of important mystics and Sufi holy men and women, as well as the integration of mysticism and the Sufi Orders into Muslim society and Islamic orthodoxy. Same as SAME 260. No knowledge of Islam or foreign language is required.",REL 260
3162,Elements of Hindu thought and practice; selected topics presented in historical order and in the context of Indian cultural history (including the present).,REL 286
3163,Thematic approach to the history of Buddhism from its origin in India to its spread throughout China and Japan; explores how the doctrinal and social development of Buddhism in East Asia is related to the process of cultural adaptation. Same as EALC 287.,REL 287
3164,Students will work for a semester with a partner organization and study academic issues that pertain to interfaith studies and interfaith activities.,REL 332
3165,"Study of the distinctive religious ideas, movements, and figures of pre-Modern Judaism [500 CE-1700 CE] with an emphasis on how Judaism’s encounter with medieval Islam and Christianity influenced these new Jewish expressions. Topics include theology, philosophy, Biblical interpretation, mysticism, Jewish-Christian polemics, and law. Same as JS 344 and MDVL 344.",REL 344
3166,Various topics in religious thought. 3 undergraduate hours. 4 graduate hours. May be repeated as topics vary.,REL 494
3167,"Topics in Hinduism, Buddhism, Taoism, and other Asian religious traditions. Same as EALC 495. 3 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 6 undergraduate hours or 8 graduate hours as topics vary. Prerequisite: Sophomore standing or consent of instructor.",REL 495
3168,Intensive study of select topics or issues in the study of religion. May be repeated in the same or separates terms as topics vary.,REL 511
3169,"This course undertakes a critical examination of the nature and practices of Hindu pilgrims, pilgrimages, and pilgrimage sites. We will examine central beliefs and practices of lived religion in the Hindu tradition and situate Hindu pilgrimage within the broader context of pilgrimage and related discussions of power and place. Same as SAME 520. 4 graduate hours. No professional credit.",REL 520
3170,"Continued instruction in structuring academic, argumentative essays; concentrating on the use of primary and secondary sources as evidence in research-based arguments. Second semester of a two-semester sequence (RHET 101 - RHET 102) that fulfills the campus Composition I general education requirement. This course includes weekly individual tutorials. Credit is not given for both RHET 102 and RHET 105. Prerequisite: RHET 101.",RHET 102
3171,"Introduction in research-based writing and the construction of academic, argumentative essays that use primary and secondary sources as evidence. This course fulfills the Campus Composition I general education requirement. Credit is not given for both RHET 105 and any of these other Comp I courses: RHET 101, RHET 102, CMN 111 or CMN 112.",RHET 105
3172,Instruction in developing research-based arguments of moderate complexity within a special topics format. Introduction to the use of multimodal or other non-print resources as evidence in written arguments. Prerequisite: Completion of campus Composition I general education requirement.,RHET 233
3173,"This course examines central issues in defining leisure, recreation, sport, and tourism. Historical, philosophical, sociological, psychological, and economic approaches to understanding these areas, their behaviors and meanings, social contexts, and personal and social resources are examined. By the end of the semester, students should understand their history and evolution, as well as their impact on contemporary society.",RST 100
3174,"Introduction to Recreation, Sport and Tourism which provides an overview of the RST curriculum, areas of study, and opportunities available for a career in the field.",RST 101
3175,"This course focuses on the study of recreation behaviors in different environments—the great outdoors, cities, and specialized settings. In particular, students develop a deeper understanding of how these three different environments support or limit various recreation behaviors. The course employs a holistic definition of environment that includes physical settings, social norms, and policies, all of which impact recreation behaviors. To understand the complex relationships between environments and recreation, the course applies theories and methodologies developed in the field of environment and behavior—spanning psychology, sociology, urban planning, and landscape architecture. Throughout the course, students discuss how gender, race-ethnicity, and socio-economic status can contribute to shaping the relationships between environments and recreation behaviors.",RST 120
3176,"Examines career opportunities within the sport industry and provides knowledge relevant to the management, marketing, legal, and financial operations of sport organizations. Incorporates applications in a variety of sport entities including intercollegiate athletics, campus recreation, event and facility management, professional sport, management and marketing agencies, and international sport.",RST 130
3177,"This course examines elements of administration, programming, and facility planning and management to high profile recreation, sport, and tourism destinations. The course consists of 6 modules completed during the second 8 weeks and concludes with a 12-day domestic tour (offered in May/early June) of RST related destinations in Indiana, Ohio, New York, Massachusetts, and Pennsylvania. The course will provide students with a unique opportunity to engage with industry leaders at the destinations. The course allows students to explore, discuss, compare and contrast RST destinations, facilities, and professions and apply concepts from the classroom. Additional fees may apply. See Class Schedule.",RST 180
3178,"Provides students with professional career exploration experiences that involve developing networking knowledge and skills while engaging with recreation, sport, and tourism industry alumni and professionals in their offices, agencies, and facilities. Students are exposed to best practices and current challenges in the industry, and are given opportunities to make connections for internships, mentorship, and career advancement. Additional fees may apply. See Class Schedule. Approved for S/U grading only. May be repeated in separate terms to a maximum 3 hours.",RST 185
3179,Leadership theories and practices as related to design and delivery of leisure programs. Processes of group development and interpersonal communication in leisure service organizations.,RST 200
3180,"For more than 120 years THE BIG TEN has set the standard for college sports. This course will take an historical review of the important decisions and policies conference leaders have made to shape and define the league. With insights and analyses from Big Ten executives, the course will critically examine factors and variables that led to the Rose Bowl partnership, conference expansion, the Big Ten Network, and bold initiatives in growing women's sports. Prerequisite: RST 130 recommended but not required.",RST 205
3181,"This course will introduce students to management issues in the field of recreation, sport, and tourism. Students will be encouraged to begin thinking like a manager and to develop skills related to using management techniques and theories to solve problems that arise in the RST industry. The course will address foundational concepts related to: 1) the RST industry (e.g., sectoral differences, organizational structures and types); 2) management of RST organizations (e.g., leadership, ethics, management theory); and 3) skills to effectively manage human, financial, and marketing resources. This course is intended to prepare students for more advanced courses related to management in RST.",RST 210
3182,"Assist students in understanding technological advances in recreation, sport and tourism behavior and management through virtual reality (VR) demonstrations and class debates; discuss technology adoption rates in eastern and western cultures and contexts by examining global trends in technology innovations; and critiquing technology’s impacts on personal lives, experiences, and worldviews.",RST 216
3183,"Course is designed to increase awareness and knowledge of the needs of members of ethnic and racial minorities, people of lower socio-economic status, women, older adults, people of alternative lifestyles, and people with disabilities when it comes to recreation, sport, and tourism services. It introduces students to concepts and factors that influence the delivery of recreation, sport, and tourism services to diverse populations. Same as HDFS 263.",RST 230
3184,"This course examines financial concepts in the RST industry across public, private, for-profit, and not-for-profit sectors. It covers revenue management, pricing strategies, grantsmanship, fundraising, sponsorship, budgeting, and ratio analysis. Prerequisite: RST 100 and RST 210.",RST 240
3185,"Designed to aid in students' understanding, appreciation, and critique of cultural meanings associated with American natural landscapes. To do so, traditional perspectives including colonial American, romantic, and science-based conservation are characterized, as well as revisionist themes aligned with gender, cultural pluralism, and societal meanings of parks and protected areas. Implications of diversity including gender and multicultural meanings toward nature are developed and provide the basis for assessing tenets of contemporary environmental policy and supporting concepts associated with community-based conservation. Same as LA 242 and NRES 242.",RST 242
3186,"Explores ethical issues related to government, recreational sport, sport tourism and travel, journalism and media, education, coaching, and business. Students become familiar with concepts and principles of applied ethics and gain insight in to the complexity of ethical issues in recreation, sport and tourism.",RST 255
